car_ID,brand,model,symboling,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,power_to_weight,car_volume,mpg_ratio,is_luxury,city_score,outdoor_score,sport_score,city_score_normalized,outdoor_score_normalized,sport_score_normalized
68,buick,electra 225,-1,diesel,turbo,4,sedan,Rear Wheel Drive,front,110.0,190.9,70.3,56.5,3515,OHC (Overhead Camshaft),5,3.05,Indirect Diesel Injection,3.58,3.64,21.5,123,4350,22,25,25552,0.03499288762446657,758245.255,0.88,1,6.928381567976608,3.909473377099437,4.695741802235203,0.800291063354841,0.5705078415841488,0.6209989105405805
69,buick,century,-1,diesel,turbo,4,wagon,Rear Wheel Drive,front,110.0,190.9,70.3,58.7,3750,OHC (Overhead Camshaft),5,3.05,Indirect Diesel Injection,3.58,3.64,21.5,123,4350,22,25,28248,0.0328,787769.849,0.88,1,7.277927415409527,4.059391690368813,4.936816050337781,0.8740372703592086,0.6073863077677122,0.6692059674458526
70,buick,century,0,diesel,turbo,2,hardtop,Rear Wheel Drive,front,106.7,187.5,70.3,54.9,3495,OHC (Overhead Camshaft),5,3.05,Indirect Diesel Injection,3.58,3.64,21.5,123,4350,22,25,28176,0.0351931330472103,723650.625,0.88,1,5.752388621628979,2.882981452576019,3.661491925811085,0.5521833547554088,0.31800068017940164,0.4141823673408564
71,buick,skyhawk,-1,diesel,turbo,4,sedan,Rear Wheel Drive,front,115.6,202.6,71.7,56.3,3770,OHC (Overhead Camshaft),5,3.05,Indirect Diesel Injection,3.58,3.64,21.5,123,4350,22,25,31600,0.03262599469496021,817837.446,0.88,1,7.616681191748845,4.020005519646636,4.905187831516303,0.945506596334322,0.5976976877892578,0.6628813460624411
72,buick,opel isuzu,-1,gas,standard,4,sedan,Rear Wheel Drive,front,115.6,202.6,71.7,56.5,3740,OHC (Overhead Camshaft),8,3.9,Multi-Point Fuel Injection,3.46,3.1,8.3,155,4750,16,18,34184,0.04144385026737968,820742.73,0.8888888888888888,1,7.300845730180962,4.797114956544749,5.6706603405633675,0.8788725124246999,0.7888591507526297,0.8159511040041997
73,buick,skylark,3,gas,standard,2,convertible,Rear Wheel Drive,front,96.6,180.3,70.5,50.8,3685,OHC (Overhead Camshaft),8,3.9,Multi-Point Fuel Injection,3.46,3.1,8.3,155,4750,16,18,35056,0.04206241519674356,645726.42,0.8888888888888888,1,5.172818218924826,3.577604732025143,4.429815748316842,0.4299072092788773,0.48887134009305716,0.5678222958057622
74,buick,century,0,gas,standard,4,sedan,Rear Wheel Drive,front,120.9,208.1,71.7,56.7,3900,OHC (Overhead Camshaft),8,5.13,Multi-Point Fuel Injection,3.8,3.35,8.0,184,4500,14,16,40960,0.04717948717948718,846007.6590000001,0.875,1,7.736871625486833,5.655444579687736,6.591053578911941,0.9708640384881366,1.0,1.0
75,buick,regal sport,1,gas,standard,2,hardtop,Rear Wheel Drive,front,112.0,199.2,72.0,55.4,3715,OHC (Overhead Camshaft),8,5.07,Multi-Point Fuel Injection,3.8,3.35,8.0,184,4500,14,16,45400,0.04952893674293405,794568.96,0.875,1,6.2587002066676565,4.509831282018504,5.37367922616125,0.6590035594100709,0.7181901241002994,0.7565644810261943
76,mercury,cougar,1,gas,turbo,2,hatchback,Rear Wheel Drive,front,102.7,178.4,68.0,54.8,2910,OHC (Overhead Camshaft),4,2.33,Multi-Point Fuel Injection,3.78,3.12,8.0,175,5000,19,24,16503,0.06013745704467354,664789.76,0.7916666666666666,0,4.788897540370839,3.291530720319187,3.8431211004588297,0.34890869637469235,0.4184998788844586,0.45050233111473814
77,mitsubishi,mirage,2,gas,standard,2,hatchback,Front Wheel Drive,front,93.7,157.3,64.4,50.8,1918,OHC (Overhead Camshaft),4,1.53,2-Barrel Carburetor,2.97,3.23,9.4,68,5500,37,41,5389,0.035453597497393116,514610.096,0.9024390243902439,0,4.24100572083865,1.892437104424428,2.0592330702894395,0.23331600993325355,0.07433627754574258,0.0937823891887241
78,mitsubishi,lancer,2,gas,standard,2,hatchback,Front Wheel Drive,front,93.7,157.3,64.4,50.8,1944,OHC (Overhead Camshaft),4,1.53,2-Barrel Carburetor,2.97,3.23,9.4,68,5500,31,38,6189,0.03497942386831276,514610.096,0.8157894736842105,0,3.784914530515571,1.885211690247824,2.062092993583743,0.13709116394680831,0.07255889500612353,0.0943542814006809
79,mitsubishi,outlander,2,gas,standard,2,hatchback,Front Wheel Drive,front,93.7,157.3,64.4,50.8,2004,OHC (Overhead Camshaft),4,1.53,2-Barrel Carburetor,2.97,3.23,9.4,68,5500,31,38,6669,0.033932135728542916,514610.096,0.8157894736842105,0,3.8081883862176658,1.8692532098347352,2.0694083688727494,0.1420014170452258,0.06863326199024453,0.09581711998927411
80,mitsubishi,g4,1,gas,turbo,2,hatchback,Front Wheel Drive,front,93.0,157.3,63.8,50.8,2145,OHC (Overhead Camshaft),4,1.63,Single-Point Fuel Injection,3.03,3.39,7.6,102,5500,24,30,7689,0.04755244755244755,509815.59199999995,0.8,0,3.1351231849821746,2.0207325098691973,2.2755812298071336,0.0,0.10589571593603532,0.13704502764682486
81,mitsubishi,mirage g4,3,gas,turbo,2,hatchback,Front Wheel Drive,front,96.3,173.0,65.4,49.4,2370,OHC (Overhead Camshaft),4,1.83,Single-Point Fuel Injection,3.17,3.46,7.5,116,5500,23,30,9959,0.048945147679324896,558921.48,0.7666666666666667,0,3.9818144040315504,2.5251823995195526,2.867308078340344,0.17863254954209798,0.2299855471986515,0.2553712698072068
82,mitsubishi,g4,3,gas,standard,2,hatchback,Front Wheel Drive,front,96.3,173.0,65.4,49.4,2328,OHC (Overhead Camshaft),4,2.03,2-Barrel Carburetor,3.35,3.46,8.5,88,5000,25,32,8499,0.037800687285223365,558921.48,0.78125,0,4.11083105166422,2.284048943625402,2.609882923454727,0.205852121661759,0.17066903139087455,0.20389456008772253
83,mitsubishi,outlander,3,gas,turbo,2,hatchback,Front Wheel Drive,front,95.9,173.2,66.3,50.2,2833,OHC (Overhead Camshaft),4,2.6,Single-Point Fuel Injection,3.58,3.86,7.0,145,5000,19,24,12629,0.05118249205788916,576454.632,0.7916666666666666,0,4.133603717972313,2.9097162145392415,3.4314384798611965,0.2106566352210863,0.3245771750283983,0.3681791146191421
84,mitsubishi,g4,3,gas,turbo,2,hatchback,Front Wheel Drive,front,95.9,173.2,66.3,50.2,2921,OHC (Overhead Camshaft),4,2.6,Single-Point Fuel Injection,3.59,3.86,7.0,145,5000,19,24,14869,0.04964053406367682,576454.632,0.7916666666666666,0,4.167738706335385,2.886220000351376,3.4420772540364033,0.21785833976543192,0.3187973318493198,0.3703065255562419
85,mitsubishi,mirage g4,3,gas,turbo,2,hatchback,Front Wheel Drive,front,95.9,173.2,66.3,50.2,2926,OHC (Overhead Camshaft),4,2.6,Single-Point Fuel Injection,3.59,3.86,7.0,145,5000,19,24,14489,0.04955570745044429,576454.632,0.7916666666666666,0,4.16967819431056,2.884927420215715,3.4427241618759163,0.2182675275236335,0.31847936954182726,0.37043588621287493
86,mitsubishi,montero,1,gas,standard,4,sedan,Front Wheel Drive,front,96.3,172.4,65.4,51.6,2365,OHC (Overhead Camshaft),4,2.03,2-Barrel Carburetor,3.35,3.46,8.5,88,5000,25,32,6989,0.037209302325581395,581787.9360000001,0.78125,0,4.957691823217697,3.058370807300428,3.3985569981460446,0.3845204429178036,0.36114477809583917,0.36160388116866793
87,mitsubishi,pajero,1,gas,standard,4,sedan,Front Wheel Drive,front,96.3,172.4,65.4,51.6,2405,OHC (Overhead Camshaft),4,2.03,2-Barrel Carburetor,3.35,3.46,8.5,88,5000,25,32,8189,0.03659043659043659,581787.9360000001,0.78125,0,4.973207727019093,3.048940588110883,3.4046426827578964,0.3877939449834152,0.35882503468423654,0.36282082137153127
88,mitsubishi,outlander,1,gas,turbo,4,sedan,Front Wheel Drive,front,96.3,172.4,65.4,51.6,2403,OHC (Overhead Camshaft),4,1.83,Single-Point Fuel Injection,3.17,3.46,7.5,116,5500,23,30,9279,0.04827299209321681,581787.9360000001,0.7666666666666667,0,4.8271235852048875,3.2982734878124607,3.653199787269404,0.3569735205915812,0.42015853497230776,0.4125242076755607
89,mitsubishi,mirage g4,-1,gas,standard,4,sedan,Front Wheel Drive,front,96.3,172.4,65.4,51.6,2403,OHC (Overhead Camshaft),4,1.83,Single-Point Fuel Injection,3.17,3.46,7.5,116,5500,23,30,9279,0.04827299209321681,581787.9360000001,0.7666666666666667,0,4.427123585204888,2.8982734878124603,3.253199787269404,0.2725826373401131,0.3217623740782094,0.33253713765925663
90,nissan,versa,1,gas,standard,2,sedan,Front Wheel Drive,front,94.5,165.3,63.8,54.5,1889,OHC (Overhead Camshaft),4,1.62,2-Barrel Carburetor,3.15,3.29,9.4,69,5200,31,37,5499,0.036527263102170464,574764.63,0.8378378378378378,0,4.147370553189092,2.0650293006504916,2.220576236259491,0.21356112367988994,0.11679230131805643,0.12604580697147075
91,nissan,gt r,1,diesel,standard,2,sedan,Front Wheel Drive,front,94.5,165.3,63.8,54.5,2017,OHC (Overhead Camshaft),4,1.72,Indirect Diesel Injection,2.99,3.47,21.9,55,4800,45,50,7099,0.027268220128904314,574764.63,0.9,0,5.086246555631302,1.8882832584901488,2.0934810862636164,0.41164256145415423,0.07331447131354601,0.10063088531783906
92,nissan,rogue,1,gas,standard,2,sedan,Front Wheel Drive,front,94.5,165.3,63.8,54.5,1918,OHC (Overhead Camshaft),4,1.62,2-Barrel Carburetor,3.15,3.29,9.4,69,5200,31,37,6649,0.03597497393117831,574764.63,0.8378378378378378,0,4.1586195834451045,2.056613569026169,2.2234095348911804,0.21593441267745833,0.1147221121106854,0.12661237511154586
93,nissan,latio,1,gas,standard,4,sedan,Front Wheel Drive,front,94.5,165.3,63.8,54.5,1938,OHC (Overhead Camshaft),4,1.62,2-Barrel Carburetor,3.15,3.29,9.4,69,5200,31,37,6849,0.03560371517027864,574764.63,0.8378378378378378,0,5.166377535345802,3.0509563621515574,3.225510279917267,0.4285483718389346,0.35932089575131737,0.3270001312510258
94,nissan,titan,1,gas,standard,4,wagon,Front Wheel Drive,front,94.5,170.2,63.8,53.5,2024,OHC (Overhead Camshaft),4,1.62,2-Barrel Carburetor,3.15,3.29,9.4,69,5200,31,37,7349,0.03409090909090909,580943.6599999999,0.8378378378378378,0,5.20524587705747,2.944571028829256,3.152484139767968,0.43674870605785343,0.3331511248154338,0.3123972637881698
95,nissan,leaf,1,gas,standard,2,sedan,Front Wheel Drive,front,94.5,165.3,63.8,54.5,1951,OHC (Overhead Camshaft),4,1.62,2-Barrel Carburetor,3.15,3.29,9.4,69,5200,31,37,7299,0.035366478728856995,574764.63,0.8378378378378378,0,4.171420204081256,2.0473413750625884,2.226937961563752,0.21863505188158788,0.11244124138798103,0.12731794638981184
96,nissan,juke,1,gas,standard,2,hatchback,Front Wheel Drive,front,94.5,165.6,63.8,53.3,2028,OHC (Overhead Camshaft),4,1.62,2-Barrel Carburetor,3.15,3.29,9.4,69,5200,31,37,7799,0.034023668639053255,563129.4239999999,0.8378378378378378,0,4.076187242596496,1.926879758337567,2.136344459656419,0.1985430675457079,0.08280883983588501,0.10920217443960176
97,nissan,latio,1,gas,standard,4,sedan,Front Wheel Drive,front,94.5,165.3,63.8,54.5,1971,OHC (Overhead Camshaft),4,1.62,2-Barrel Carburetor,3.15,3.29,9.4,69,5200,31,37,7499,0.0350076103500761,574764.63,0.8378378378378378,0,5.179178155981954,3.04187297169185,3.2292275100937116,0.4312490110430642,0.3570864688784741,0.32774345712700076
98,nissan,note,1,gas,standard,4,wagon,Front Wheel Drive,front,94.5,170.2,63.8,53.5,2037,OHC (Overhead Camshaft),4,1.62,2-Barrel Carburetor,3.15,3.29,9.4,69,5200,31,37,7999,0.033873343151693665,580943.6599999999,0.8378378378378378,0,5.210288545792924,2.9412557790449054,3.154211558719072,0.4378125942291773,0.3323356051874711,0.31274269173964336
99,nissan,clipper,2,gas,standard,2,hardtop,Front Wheel Drive,front,95.1,162.4,63.8,53.3,2008,OHC (Overhead Camshaft),4,1.62,2-Barrel Carburetor,3.15,3.29,9.4,69,5200,31,37,8249,0.03436254980079681,552247.696,0.8378378378378378,0,4.210497590036084,2.149536309702463,2.3512430591206166,0.226879489671304,0.13758021446644844,0.15217494774397286
100,nissan,rogue,0,gas,standard,4,hatchback,Front Wheel Drive,front,97.2,173.4,65.2,54.7,2324,OHC (Overhead Camshaft),4,2.0,2-Barrel Carburetor,3.33,3.47,8.5,97,5200,27,34,8949,0.04173838209982788,618420.696,0.7941176470588235,0,5.258687029647116,3.2426541879136304,3.566936577362815,0.44802357123039527,0.40647672101815174,0.395274354148987
101,nissan,nv200,0,gas,standard,4,sedan,Front Wheel Drive,front,97.2,173.4,65.2,54.7,2302,OHC (Overhead Camshaft),4,2.0,2-Barrel Carburetor,3.33,3.47,8.5,97,5200,27,34,9549,0.0421372719374457,618420.696,0.7941176470588235,0,5.250153282556348,3.2487324345955826,3.5644810769539994,0.4462231450943089,0.4079719113643302,0.3947833334411745
102,nissan,dayz,0,gas,standard,4,sedan,Front Wheel Drive,front,100.4,181.7,66.5,55.1,3095,OHC (Overhead Camshaft),6,3.02,Multi-Point Fuel Injection,3.43,3.27,9.0,152,5200,17,22,13499,0.04911147011308562,665776.0549999999,0.7727272727272727,0,5.388967763283254,4.142091603015857,4.765443038236958,0.47550983668590274,0.6277296925445782,0.6349369046513189
103,nissan,fuga,0,gas,standard,4,wagon,Front Wheel Drive,front,100.4,184.6,66.5,56.1,3296,OHC (Overhead Camshaft),6,3.02,Multi-Point Fuel Injection,3.43,3.27,9.0,152,5200,17,22,14399,0.04611650485436893,688677.99,0.7727272727272727,0,5.651772740092671,4.179787931016908,4.8811067828400265,0.5309556969754734,0.6370026274323485,0.6580659147461028
104,nissan,otti,0,gas,standard,4,sedan,Front Wheel Drive,front,100.4,184.6,66.5,55.1,3060,OHC (Overhead Camshaft),6,3.02,Multi-Point Fuel Injection,3.43,3.27,9.0,152,5200,19,25,13499,0.04967320261437908,676402.09,0.76,0,5.547794361869707,4.150651231239334,4.760426250634214,0.5090186290322456,0.6298352789342554,0.6339337092982248
105,nissan,teana,3,gas,standard,2,hatchback,Rear Wheel Drive,front,91.3,170.7,67.9,49.7,3071,OHC (Overhead Camshaft),6,3.02,Multi-Point Fuel Injection,3.43,3.27,9.0,160,5200,19,25,17199,0.052100293064148484,576049.341,0.76,1,4.090845201917181,3.1056622233130287,3.7197041162532924,0.2016355628800496,0.3727780125430532,0.42582292372261465
106,nissan,kicks,3,gas,turbo,2,hatchback,Rear Wheel Drive,front,91.3,170.7,67.9,49.7,3139,OHC (Overhead Camshaft),6,3.02,Multi-Point Fuel Injection,3.43,3.27,7.8,200,5200,17,23,19699,0.06371455877668047,576049.341,0.7391304347826086,1,3.9559125742323618,3.449306003390512,4.08972493279315,0.17316785380564118,0.4573110842299536,0.4998151261227735
107,nissan,clipper,1,gas,standard,2,hatchback,Rear Wheel Drive,front,99.2,178.5,67.9,49.7,3139,OHC (Overhead Camshaft),6,3.02,Multi-Point Fuel Injection,3.43,3.27,9.0,160,5200,19,25,18399,0.05097164702134438,602371.4550000001,0.76,1,4.130876174649983,2.918784718359911,3.5592036477625486,0.2100811857458912,0.3268079399309167,0.3937280181955678
108,peugeot,504,0,gas,standard,4,sedan,Rear Wheel Drive,front,107.9,186.7,68.4,56.7,3020,Inline Engine,4,2.0,Multi-Point Fuel Injection,3.46,3.19,8.4,97,5000,19,24,11900,0.032119205298013244,724074.876,0.7916666666666666,0,6.249429966001784,3.574698075383531,4.1689571909770144,0.6570477499157042,0.48815633045662726,0.5156590165800301
109,peugeot,304,0,diesel,turbo,4,sedan,Rear Wheel Drive,front,107.9,186.7,68.4,56.7,3197,Inline Engine,4,2.53,Indirect Diesel Injection,3.7,3.52,21.0,95,4150,28,33,13200,0.029715358148264,724074.876,0.8484848484848485,0,6.949558044759675,3.6499165460258642,4.312833535940527,0.8047588173045341,0.5066593523054548,0.5444296347757461
110,peugeot,504,0,gas,standard,4,wagon,Rear Wheel Drive,front,114.2,198.9,68.4,58.7,3230,Inline Engine,4,2.0,Multi-Point Fuel Injection,3.46,3.19,8.4,97,5000,19,24,12440,0.030030959752321982,798599.4120000001,0.7916666666666666,0,7.05277229529663,3.8932177177522727,4.568935328303088,0.826534671721914,0.5665091054027407,0.5956417147682588
111,peugeot,504,0,diesel,turbo,4,wagon,Rear Wheel Drive,front,114.2,198.9,68.4,58.7,3430,Inline Engine,4,2.53,Indirect Diesel Injection,3.7,3.52,21.0,95,4150,25,25,13860,0.027696793002915453,798599.4120000001,1.0,0,7.853637300746992,3.969497971930405,4.7227951014882015,0.9954989346597839,0.5852733158106262,0.6264086958943846
112,peugeot,504,0,gas,standard,4,sedan,Rear Wheel Drive,front,107.9,186.7,68.4,56.7,3075,Inline Engine,4,2.0,Multi-Point Fuel Injection,3.46,2.19,8.4,95,5000,19,24,15580,0.030894308943089432,724074.876,0.7916666666666666,0,6.270764333728704,3.547699883979322,4.163293367299725,0.6615488152559202,0.4815150344934817,0.5145264349274418
113,peugeot,604sl,0,diesel,turbo,4,sedan,Rear Wheel Drive,front,107.9,186.7,68.4,56.7,3252,Inline Engine,4,2.53,Indirect Diesel Injection,3.7,3.52,21.0,95,4150,28,33,16900,0.02921279212792128,724074.876,0.8484848484848485,1,6.970892412486595,3.64225849120087,4.326509848842453,0.8092598826447501,0.504775544318715,0.5471644552698742
114,peugeot,504,0,gas,standard,4,wagon,Rear Wheel Drive,front,114.2,198.9,68.4,56.7,3285,Inline Engine,4,2.0,Multi-Point Fuel Injection,3.46,2.19,8.4,95,5000,19,24,16695,0.0289193302891933,771389.8920000001,0.7916666666666666,1,6.838268732065147,3.7012788101677274,4.398330788445462,0.781279308817684,0.5192939763214246,0.5615263215815308
115,peugeot,505s turbo,0,diesel,turbo,4,wagon,Rear Wheel Drive,front,114.2,198.9,68.4,58.7,3485,Inline Engine,4,2.53,Indirect Diesel Injection,3.7,3.52,21.0,95,4150,25,25,17075,0.027259684361549498,798599.4120000001,1.0,1,7.874971668473912,3.962837350629792,4.737468847914508,1.0,0.5836348668977516,0.6293429708513909
116,peugeot,504,0,gas,standard,4,sedan,Rear Wheel Drive,front,107.9,186.7,68.4,56.7,3075,Inline Engine,4,2.0,Multi-Point Fuel Injection,3.46,3.19,8.4,97,5000,19,24,16630,0.031544715447154474,724074.876,0.7916666666666666,1,6.270764333728704,3.56594405183996,4.181537535160363,0.6615488152559202,0.4860029246839674,0.5181746787575868
117,peugeot,504,0,diesel,turbo,4,sedan,Rear Wheel Drive,front,107.9,186.7,68.4,56.7,3252,Inline Engine,4,2.53,Indirect Diesel Injection,3.7,3.52,21.0,95,4150,28,33,17950,0.02921279212792128,724074.876,0.8484848484848485,1,6.970892412486595,3.64225849120087,4.326509848842453,0.8092598826447501,0.504775544318715,0.5471644552698742
118,peugeot,604sl,0,gas,turbo,4,sedan,Rear Wheel Drive,front,108.0,186.7,68.3,56.0,3130,Inline Engine,4,2.23,Multi-Point Fuel Injection,3.61,3.21,7.0,142,5600,18,24,18150,0.04536741214057508,714090.1599999999,0.75,1,6.069126243121742,3.9608093471242847,4.597737198171609,0.6190077738472676,0.5831359974996975,0.6014011577226936
119,plymouth,fury iii,1,gas,standard,2,hatchback,Front Wheel Drive,front,93.7,157.3,63.8,50.8,1918,OHC (Overhead Camshaft),4,1.5,2-Barrel Carburetor,2.97,3.23,9.4,68,5500,37,41,5572,0.035453597497393116,509815.59199999995,0.9024390243902439,0,3.9788172697622683,1.6856343833359926,1.8524303492010041,0.1780002225215781,0.023464793001855055,0.052428529860566946
120,plymouth,cricket,1,gas,turbo,2,hatchback,Front Wheel Drive,front,93.7,157.3,63.8,50.8,2128,OHC (Overhead Camshaft),4,1.63,Single-Point Fuel Injection,3.03,3.39,7.6,102,5500,24,30,7957,0.047932330827067667,509815.59199999995,0.8,0,3.148937089131887,2.0469292995564716,2.2951837603788148,0.0029144189308633554,0.11233987476848008,0.14096490011015936
121,plymouth,fury iii,1,gas,standard,4,hatchback,Front Wheel Drive,front,93.7,157.3,63.8,50.6,1967,OHC (Overhead Camshaft),4,1.5,2-Barrel Carburetor,2.97,3.23,9.4,68,5500,31,38,6229,0.03457041179461108,507808.444,0.8157894736842105,0,4.509878543162572,2.6555098141077016,2.8413127621294243,0.2900420473288309,0.2620448403354699,0.25017304686255987
122,plymouth,satellite,1,gas,standard,4,sedan,Front Wheel Drive,front,93.7,167.3,63.8,50.8,1989,OHC (Overhead Camshaft),4,1.5,2-Barrel Carburetor,2.97,3.23,9.4,68,5500,31,38,6692,0.03418803418803419,542225.992,0.8157894736842105,0,4.771827995383058,2.6663498459513075,2.8606865410637985,0.3453074114291435,0.26471138412892137,0.2540471763928203
123,plymouth,fury gran,1,gas,standard,4,sedan,Front Wheel Drive,front,93.7,167.3,63.8,50.8,2191,OHC (Overhead Camshaft),4,1.63,2-Barrel Carburetor,2.97,3.23,9.4,68,5500,31,38,7609,0.031036056595162027,542225.992,0.8157894736842105,0,4.85018330958011,2.6477987591527254,2.9204907684622676,0.3618385968604824,0.2601479948254372,0.2660060887033011
124,plymouth,valiant,-1,gas,standard,4,wagon,Front Wheel Drive,front,103.3,174.6,64.6,59.8,2535,OHC (Overhead Camshaft),4,2.03,2-Barrel Carburetor,3.35,3.46,8.5,88,5000,24,30,8921,0.03471400394477318,674493.7679999998,0.8,0,5.680210567835896,3.5077626459135933,3.9138914279151447,0.5369554304779832,0.47169085723752835,0.4646541089580507
125,plymouth,duster,3,gas,turbo,2,hatchback,Rear Wheel Drive,front,95.9,173.2,66.3,50.2,2818,OHC (Overhead Camshaft),4,2.6,Single-Point Fuel Injection,3.59,3.86,7.0,145,5000,19,24,12764,0.05145493257629524,576454.632,0.7916666666666666,0,4.127785254046789,2.9138676381175426,3.429771439513974,0.20942907194648197,0.3255983853842735,0.36784576043670886
126,porsche,macan,3,gas,standard,2,hatchback,Rear Wheel Drive,front,94.5,168.9,68.3,50.2,2778,OHC (Overhead Camshaft),4,2.52,Multi-Point Fuel Injection,3.94,3.11,9.5,143,5500,19,27,22018,0.05147588192944565,579100.6740000001,0.7037037037037037,1,4.035708922786727,2.8468966130021967,3.3472845105972313,0.19000306464250336,0.3091241559780428,0.35135104103997544
127,porsche,panamera,3,gas,standard,2,hardtop,Rear Wheel Drive,rear,89.5,168.9,65.0,51.6,2756,OHC (Overhead Camshaft),6,3.23,Multi-Point Fuel Injection,3.74,2.9,9.5,207,5900,17,25,32528,0.07510885341074021,566490.6,0.68,1,3.52248844295318,3.8055721312343103,4.297426281738577,0.08172524065276499,0.544949132321043,0.5413486819742203
128,porsche,cayenne,3,gas,standard,2,hardtop,Rear Wheel Drive,rear,89.5,168.9,65.0,51.6,2756,OHC (Overhead Camshaft),6,3.23,Multi-Point Fuel Injection,3.74,2.9,9.5,207,5900,17,25,34028,0.07510885341074021,566490.6,0.68,1,3.52248844295318,3.8055721312343103,4.297426281738577,0.08172524065276499,0.544949132321043,0.5413486819742203
129,porsche,boxter,3,gas,standard,2,convertible,Rear Wheel Drive,rear,89.5,168.9,65.0,51.6,2800,OHC (Overhead Camshaft),6,3.23,Multi-Point Fuel Injection,3.74,2.9,9.5,207,5900,17,25,37028,0.07392857142857143,566490.6,0.68,1,3.539555937134716,3.787587102874778,4.296508747560581,0.0853260929249378,0.5405249879606693,0.5411652047978759
130,porsche,cayenne,1,gas,standard,2,hatchback,Rear Wheel Drive,front,98.4,175.7,72.3,50.5,3366,DOHC (Double Overhead Camshaft),8,3.38,Multi-Point Fuel Injection,3.94,3.11,10.0,288,5750,17,28,31400,0.0855614973262032,641507.0549999999,0.6071428571428571,1,4.320937910000555,4.304170715905411,5.032642399380973,0.25017988004224506,0.6675995987182112,0.6883681396716639
131,renault,12tl,0,gas,standard,4,wagon,Front Wheel Drive,front,96.1,181.5,66.5,55.2,2579,OHC (Overhead Camshaft),4,2.2,Multi-Point Fuel Injection,3.46,3.9,8.7,90,5100,23,31,9295,0.03489724699495929,666250.2000000001,0.7419354838709677,0,5.395131462359043,3.1641911030609973,3.5873873792440856,0.4768102367086578,0.3871755552146343,0.39936385345390385
132,renault,5 gtl,2,gas,standard,2,hatchback,Front Wheel Drive,front,96.1,176.8,66.6,50.5,2460,OHC (Overhead Camshaft),4,2.2,Multi-Point Fuel Injection,3.46,3.9,8.7,90,5100,23,31,9895,0.036585365853658534,594631.44,0.7419354838709677,0,4.113421896161958,2.198247836400978,2.5752842987749114,0.20639873080058732,0.14956278251250907,0.1969759535508919
133,saab,99e,3,gas,standard,2,hatchback,Front Wheel Drive,front,99.1,186.6,66.5,56.1,2658,OHC (Overhead Camshaft),4,2.02,Multi-Point Fuel Injection,3.54,3.07,9.31,110,5250,21,28,11850,0.04138449962377728,696139.29,0.75,0,5.226366458047023,3.0680238260018737,3.5218640121927196,0.44120466726908486,0.36351932804899223,0.38626129808379983
134,saab,99le,2,gas,standard,4,sedan,Front Wheel Drive,front,99.1,186.6,66.5,56.1,2695,OHC (Overhead Camshaft),4,2.02,Multi-Point Fuel Injection,3.54,3.07,9.3,110,5250,21,28,12170,0.04081632653061224,696139.29,0.75,0,6.040718669063315,3.8593660566314396,4.327558453838577,0.6130144231827122,0.5581819216672957,0.5473741423729853
135,saab,99le,3,gas,standard,2,hatchback,Front Wheel Drive,front,99.1,186.6,66.5,56.1,2707,OHC (Overhead Camshaft),4,2.02,Multi-Point Fuel Injection,2.54,2.07,9.3,110,5250,21,28,15040,0.04063538973032878,696139.29,0.75,0,5.245373440203734,3.056608958299394,3.52945612664695,0.4452147072994591,0.36071138015139703,0.38777947555985565
136,saab,99gle,2,gas,standard,4,sedan,Front Wheel Drive,front,99.1,186.6,66.5,56.1,2758,OHC (Overhead Camshaft),4,2.02,Multi-Point Fuel Injection,3.54,3.07,9.3,110,5250,21,28,15510,0.03988397389412618,696139.29,0.75,0,6.0651562175505145,3.8451589528531764,4.3377888985475135,0.6181701889360505,0.5546871104942829,0.5494199006160643
